Region.I,Month,Year,Temperature,Humidity,Population Density,Dengue_Cases
Region.XV,Dec,2013,25.34,21.0534493474,64.1357507829,31.351071
Region.XV,Jan,2014,24.56,24.906774394,64.1760996517,1.609777
Region.XV,Feb,2014,26.59,12.6134244873,64.1781714367,5.280067
Region.XV,Mar,2014,30.62,15.3542573027,64.1849668898,11.719174
Region.XV,Apr,2014,32.66,15.7706650093,64.2000494818,3.058576
Region.XV,May,2014,34.46,17.9148539466,64.203985873,9.94842
Region.XV,Jun,2014,32.44,21.2771908017,64.2167895024,8.918162
Region.XV,Jul,2014,31.07,14.453076445,64.2282671883,23.309566
Region.XV,Aug,2014,30.76,12.327532629,64.2582666298,24.565191
Region.XV,Sep,2014,31.04,11.4885021753,64.2898820622,22.762241
Region.XV,Oct,2014,30.27,19.8042262275,64.3191770957,2.189296
Region.XV,Nov,2014,27.83,24.7824735861,64.3219947225,6.084956
Region.XV,Dec,2014,25.37,23.6078309509,64.3298260687,7.469364
Region.XV,Jan,2015,23.83,17.7159726538,64.3394391497,3.168463
Region.XV,Feb,2015,25.97,20.500310752,64.3435169657,10.550983
Region.XV,Mar,2015,28.95,19.7047855811,64.3570960944,7.604312
Region.XV,Apr,2015,32.74,21.0845245494,64.3668828537,21.545551
Region.XV,May,2015,33.77,21.3579863269,64.3946120056,28.516171
Region.XV,Jun,2015,34.15,21.7619639528,64.4313123544,19.390996
Region.XV,Jul,2015,31.85,8.8844002486,64.4562685912,3.580364
Region.XV,Aug,2015,31.32,13.6140459913,64.4608765243,4.435849
Region.XV,Sep,2015,30.68,23.7010565569,64.4665854676,4.404164
Region.XV,Oct,2015,30.29,20.9229334991,64.4722536324,3.073409
Region.XV,Nov,2015,28.05,23.1479179615,64.4762091137,10.487614
Region.XV,Dec,2015,25.08,21.3828464885,64.4897066864,5.069541
Region.XV,Jan,2016,24.58,23.2535736482,64.4962311922,20.992741
Region.XV,Feb,2016,26.89,18.0391547545,64.5232488769,31.130395
Region.XV,Mar,2016,29.07,24.3536357986,64.5633137353,20.150536
Region.XV,Apr,2016,31.87,18.1013051585,64.5892475011,1.559639
Region.XV,May,2016,34.09,22.8558110628,64.5912547585,10.293618
Region.XV,Jun,2016,32.48,19.2075823493,64.6045026581,3.36882
Region.XV,Jul,2016,31.88,17.6911124922,64.6088383338,4.211025
Region.XV,Aug,2016,31.52,13.0236171535,64.6142579284,10.823895
Region.XV,Sep,2016,31.55,24.1609695463,64.6281882952,11.229401
Region.XV,Oct,2016,31.04,24.7762585457,64.6426405487,14.629414
Region.XV,Nov,2016,28.1,23.3157240522,64.6614686234,38.304735
Region.XV,Dec,2016,25.67,23.7072715973,64.7107668666,15.346848
Region.XVI,Jan,2008,18.4,24.8384089497,43.1791018267,12.037927
Region.XVI,Feb,2008,19.79,24.8881292728,43.1953692956,6.065511
Region.XVI,Mar,2008,21.98,24.9937849596,43.2035659321,8.500309
Region.XVI,Apr,2008,25.67,24.4779366066,43.2150528362,21.641057
Region.XVI,May,2008,28.63,24.8135487881,43.2442975078,16.255857
Region.XVI,Jun,2008,28.11,21.7930391548,43.2662648821,9.35965
Region.XVI,Jul,2008,27.22,17.2125543816,43.2789130578,7.991866
Region.XVI,Aug,2008,26.92,21.6376631448,43.2897128767,11.13562
Region.XVI,Sep,2008,26.4,21.9981354879,43.3047610118,9.30236
Region.XVI,Oct,2008,24.66,24.7513983841,43.3173317686,8.571921
Region.XVI,Nov,2008,21.32,24.8073337477,43.3289154456,4.189285
Region.XVI,Dec,2008,19.03,25,43.3345766416,4.22509
Region.XVI,Jan,2009,18.1,24.1485394655,43.3402862226,13.777076
Region.XVI,Feb,2009,19.88,24.9005593536,43.3589038929,12.642493
Region.XVI,Mar,2009,22.23,24.9564947172,43.3759883429,7.075286
Region.XVI,Apr,2009,25.88,24.6643878185,43.3855495402,3.699726
Region.XVI,May,2009,28.38,24.5525170914,43.3905491699,8.301481
Region.XVI,Jun,2009,28.29,24.9316345556,43.4017673875,7.448782
Region.XVI,Jul,2009,27.42,19.0522063393,43.4118333091,4.968204
Region.XVI,Aug,2009,26.44,15.5593536358,43.4185470983,3.016158
Region.XVI,Sep,2009,26.19,23.6761963953,43.4226229875,3.213477
Region.XVI,Oct,2009,24.74,25,43.426965524,10.274668
Region.XVI,Nov,2009,22.03,24.7265382225,43.4408502105,11.733418
Region.XVI,Dec,2009,18.97,24.875699192,43.4567061808,5.440359
Region.XVI,Jan,2010,18.33,24.9937849596,43.4640580172,1.941487
Region.XVI,Feb,2010,20.28,25,43.4666816483,4.957727
Region.XVI,Mar,2010,24.24,25,43.4733812794,5.352958
Region.XVI,Apr,2010,27.49,25,43.4806150064,3.473876
Region.XVI,May,2010,28.89,25,43.4853094335,2.14257
Region.XVI,Jun,2010,28.52,24.7327532629,43.4882047983,2.295116
Region.XVI,Jul,2010,27.54,17.5916718459,43.4913063064,6.261297
Region.XVI,Aug,2010,27.43,22.0975761342,43.4997675186,8.632685
Region.XVI,Sep,2010,26.29,22.1037911746,43.5114333091,4.65957
Region.XVI,Oct,2010,25.47,24.9627097576,43.5177300253,1.220364
Region.XVI,Nov,2010,21.76,24.9937849596,43.5193791659,3.238124
Region.XVI,Dec,2010,19.67,24.9751398384,43.5237550091,2.946901
Region.XVI,Jan,2011,18.07,24.7949036669,43.5277373078,2.946666
Region.XVI,Feb,2011,20.06,24.6954630205,43.5317192889,3.505987
Region.XVI,Mar,2011,23.87,24.9564947172,43.5364571091,2.07358
Region.XVI,Apr,2011,26.79,24.9751398384,43.5392592443,4.099413
Region.XVI,May,2011,28.82,24.4033561218,43.5447989916,11.350122
Region.XVI,Jun,2011,28.81,24.515226849,43.5601369943,4.815616
Region.XVI,Jul,2011,27.28,17.6103169671,43.5666445835,1.070895
Region.XVI,Aug,2011,26.62,17.6476072094,43.5680917389,2.97395
Region.XVI,Sep,2011,26.03,24.7078931013,43.5721105902,2.435092
Region.XVI,Oct,2011,24.56,24.9751398384,43.5754012551,6.227561
Region.XVI,Nov,2011,21.85,25,43.5838168781,6.98469
Region.XVI,Dec,2011,18.75,24.7265382225,43.5932556483,2.271388
Region.XVI,Jan,2012,18.32,24.6643878185,43.5963250916,7.380028
Region.XVI,Feb,2012,19.47,24.9813548788,43.6062981024,17.369902
Region.XVI,Mar,2012,23.31,23.7942821628,43.6297709429,8.72856
Region.XVI,Apr,2012,25.56,24.9502796768,43.6415662943,0.919149
Region.XVI,May,2012,27.82,23.6699813549,43.6428083875,4.756763
Region.XVI,Jun,2012,27.8,24.7513983841,43.6492364456,3.233794
Region.XVI,Jul,2012,27.16,19.0584213797,43.6536064375,10.010001
Region.XVI,Aug,2012,26.66,13.8502175264,43.6671334659,10.848641
Region.XVI,Sep,2012,26.26,17.9397141081,43.6817937916,10.291784
Region.XVI,Oct,2012,24.2,25,43.6957016078,15.404131
Region.XVI,Nov,2012,21.81,25,43.716518001,34.142692
Region.XVI,Dec,2012,19.02,24.9813548788,43.762656774,22.274266
Region.XVI,Jan,2013,18,24.9751398384,43.7927571335,2.580261
Region.XVI,Feb,2013,19.07,24.9502796768,43.7962439726,12.439368
Region.XVI,Mar,2013,22.54,24.937849596,43.8130539294,9.22559
Region.XVI,Apr,2013,25.63,24.875699192,43.8255209429,13.574419
Region.XVI,May,2013,28.93,24.8694841516,43.8438647524,11.687067
Region.XVI,Jun,2013,28.39,24.3660658794,43.8596580862,31.504267
Region.XVI,Jul,2013,27.42,20.0341827222,43.9022314199,37.535875
Region.XVI,Aug,2013,27.11,16.2740832815,43.9529555753,39.990753
Region.XVI,Sep,2013,26.08,23.9558732132,44.0069971335,25.22849
Region.XVI,Oct,2013,24.49,24.0863890615,44.0410896875,5.800639
Region.XVI,Nov,2013,21.51,24.7949036669,44.0489283889,22.140095
Region.XVI,Dec,2013,19.32,24.968924798,44.0788474362,17.335926
Region.XVI,Jan,2014,17.33,24.9937849596,44.1022743632,12.211935
Region.XVI,Feb,2014,19.37,24.9316345556,44.1187769781,11.608155
Region.XVI,Mar,2014,23.28,24.9192044748,44.134463674,43.712366
Region.XVI,Apr,2014,25.52,25,44.1935344389,31.636768
Region.XVI,May,2014,28.31,24.2479801119,44.2362868281,33.149464
Region.XVI,Jun,2014,28.81,24.3660658794,44.281083401,24.534239
Region.XVI,Jul,2014,27.39,20.4319453076,44.3142377781,6.862316
Region.XVI,Aug,2014,26.98,8.1758856433,44.3235111781,37.557706
Region.XVI,Sep,2014,26.51,24.422001243,44.3742648348,17.990044
Region.XVI,Oct,2014,24.36,23.9558732132,44.3985757051,9.115129
Region.XVI,Nov,2014,21.15,25,44.410893447,12.075598
Region.XVI,Dec,2014,17.98,24.9875699192,44.4272118226,27.721937
Region.XVI,Jan,2015,18.31,24.9564947172,44.4646738997,19.301873
Region.XVI,Feb,2015,20.73,24.9875699192,44.4907575118,27.026455
Region.XVI,Mar,2015,23.02,24.6084524549,44.5272797483,19.23798
Region.XVI,Apr,2015,26.86,24.8881292728,44.5532770186,8.970483
Region.XVI,May,2015,28.48,24.7265382225,44.5653992929,38.616524
Region.XVI,Jun,2015,28.14,24.328775637,44.6175837848,14.66329
Region.XVI,Jul,2015,27.47,17.6289620883,44.6373990416,7.91626
Region.XVI,Aug,2015,27.04,17.8216283406,44.6480966902,7.277336
Region.XVI,Sep,2015,26.31,24.6146674953,44.6579309281,19.953575
Region.XVI,Oct,2015,24.98,25,44.6848952186,11.845638
Region.XVI,Nov,2015,21.6,25,44.7009028375,15.806962
Region.XVI,Dec,2015,20.08,24.9627097576,44.722263597,13.851857
Region.XVI,Jan,2016,17.72,24.9502796768,44.7409823226,9.196055
Region.XVI,Feb,2016,19.84,25,44.753409424,21.864219
Region.XVI,Mar,2016,23.55,24.4903666874,44.7829556659,13.674572
Region.XVI,Apr,2016,26.88,24.9875699192,44.8014348172,4.132564
Region.XVI,May,2016,28.82,24.9005593536,44.8070193632,5.541535
Region.XVI,Jun,2016,28.82,21.2274704786,44.814507924,0.05661
Region.XVI,Jul,2016,27.41,22.0913610938,44.814584424,7.982075
Region.XVI,Aug,2016,27.46,13.4835301429,44.8253710118,10.126983
Region.XVI,Sep,2016,26.28,23.9807333748,44.839056124,9.900541
Region.XVI,Oct,2016,24.67,25,44.8524352335,8.460119
Region.XVI,Nov,2016,21.78,25,44.8638678267,7.541772
Region.XVI,Dec,2016,19.07,24.8508390305,44.8740594105,7.831114
Region.XVII,Jan,2008,14.25,24.9937849596,17.4997526106,1.213633
Region.XVII,Feb,2008,14.9,25,17.5011193144,0.24895
Region.XVII,Mar,2008,18.25,25,17.5013996635,1.213633
Region.XVII,Apr,2008,21.95,24.9937849596,17.5027663674,3.454186
Region.XVII,May,2008,23.33,24.0863890615,17.5066562165,2.427266
Region.XVII,Jun,2008,24.29,14.8570540709,17.5093896241,7.592986
Region.XVII,Jul,2008,24.2,11.9919204475,17.517940284,7.904174
Region.XVII,Aug,2008,23.31,21.5071472965,17.5268413809,3.329711
Region.XVII,Sep,2008,22.77,23.9496581728,17.5305910554,6.97061
Region.XVII,Oct,2008,20.31,24.7700435053,17.5384408415,1.089158
Region.XVII,Nov,2008,16.83,23.7880671224,17.5396673707,0.093356
Region.XVII,Dec,2008,14.65,25,17.5397725014,1.306989
Region.XVII,Jan,2009,13.46,24.7762585457,17.5412443358,3.491033
Region.XVII,Feb,2009,14.18,24.906774394,17.5451756793,1.653647
Region.XVII,Mar,2009,17.82,25,17.5470378944,7.502659
Region.XVII,Apr,2009,21.46,24.7513983841,17.5554868347,5.573404
Region.XVII,May,2009,23.52,24.5711622126,17.5617631906,3.85851
Region.XVII,Jun,2009,24.06,21.8365444375,17.5661083595,6.43085
Region.XVII,Jul,2009,23.63,8.1696706029,17.5733503077,0.367477
Region.XVII,Aug,2009,23.71,12.9428216283,17.5737641331,0.183739
Region.XVII,Sep,2009,22.5,22.8620261032,17.5739710464,1.194301
Region.XVII,Oct,2009,20.51,24.9627097576,17.57531598,1.68427
Region.XVII,Nov,2009,16.49,25,17.5772126804,2.051748
Region.XVII,Dec,2009,13.89,24.4344313238,17.5795232074,6.216489
Region.XVII,Jan,2010,12.84,24.9813548788,17.5865237581,2.741933
Region.XVII,Feb,2010,15.13,24.9627097576,17.5896115205,3.495211
Region.XVII,Mar,2010,17.28,24.1298943443,17.5935475689,7.562913
Region.XVII,Apr,2010,20.44,24.6643878185,17.6020643629,0.180787
Region.XVII,May,2010,23.01,24.7576134245,17.6022679518,0.120525
Region.XVII,Jun,2010,23.87,23.6513362337,17.6024036782,0.994327
Region.XVII,Jul,2010,23.81,11.3890615289,17.6035234158,1.386032
Region.XVII,Aug,2010,23.7,13.3716594158,17.6050842626,1.898261
Region.XVII,Sep,2010,22.2,19.4748290864,17.6072219439,4.308751
Region.XVII,Oct,2010,19.27,24.8570540709,17.612074141,2.922719
Region.XVII,Nov,2010,15.78,25,17.6153654912,2.048917
Region.XVII,Dec,2010,13.93,24.9627097576,17.6176728302,5.935832
Region.XVII,Jan,2011,12.18,24.7203231821,17.6243573257,0.889216
Region.XVII,Feb,2011,14.85,25,17.6253586951,0.296405
Region.XVII,Mar,2011,17.52,24.1733996271,17.6256924845,1.570948
Region.XVII,Apr,2011,21.14,24.9813548788,17.6274615701,1.185621
Region.XVII,May,2011,22.92,24.9875699192,17.6287967288,2.104478
Region.XVII,Jun,2011,23.69,17.6476072094,17.6311666365,10.848433
Region.XVII,Jul,2011,23.8,16.5413300186,17.6433833403,3.764347
Region.XVII,Aug,2011,23.24,1.1280298322,17.6476224698,3.290099
Region.XVII,Sep,2011,22.13,18.4742075823,17.6513275363,5.157452
Region.XVII,Oct,2011,19.18,25,17.6571354777,0.800294
Region.XVII,Nov,2011,15.87,24.875699192,17.6580367097,0.53353
Region.XVII,Dec,2011,13.91,24.4592914854,17.6586375318,2.934412
Region.XVII,Jan,2012,12.57,24.8943443132,17.6619420498,3.323602
Region.XVII,Feb,2012,14.57,24.6954630205,17.6656848448,4.63555
Region.XVII,Mar,2012,17.17,24.1423244251,17.6709050588,28.046533
Region.XVII,Apr,2012,20.44,24.9813548788,17.7024889924,4.664704
Region.XVII,May,2012,22.61,24.7638284649,17.7077420374,7.696762
Region.XVII,Jun,2012,23.57,16.6967060286,17.7164095622,8.892092
Region.XVII,Jul,2012,23.58,17.8216283406,17.7264231793,1.253639
Region.XVII,Aug,2012,23.07,16.2989434431,17.7278349349,0.874632
Region.XVII,Sep,2012,22.07,18.343691734,17.7288198809,10.524738
Region.XVII,Oct,2012,18.96,25,17.7406720633,10.233194
Region.XVII,Nov,2012,15.7,23.8564325668,17.7521959304,8.979555
Region.XVII,Dec,2012,14.65,24.8073337477,17.7623080419,34.314729
Region.XVII,Jan,2013,12.37,24.6270975761,17.8009507547,7.169119
Region.XVII,Feb,2013,13.27,24.9627097576,17.809024087,17.320591
Region.XVII,Mar,2013,17.43,24.390926041,17.828529257,19.729415
Region.XVII,Apr,2013,20.22,24.9875699192,17.8507470667,0.745588
Region.XVII,May,2013,22.41,24.8943443132,17.8515866928,0.630882
Region.XVII,Jun,2013,23.44,22.8185208204,17.8522971455,29.536769
Region.XVII,Jul,2013,23.41,2.3834679925,17.8855592728,9.778678
Region.XVII,Aug,2013,23.02,11.6128029832,17.8965712975,11.585296
Region.XVII,Sep,2013,21.89,21.7992541952,17.909617802,25.579415
Region.XVII,Oct,2013,19.07,14.937849596,17.9384234496,14.166178
Region.XVII,Nov,2013,15.87,24.9502796768,17.9543763527,21.134562
Region.XVII,Dec,2013,13.6,24.6706028589,17.9781765351,24.977209
Region.XVII,Jan,2014,13.26,24.7576134245,18.0063040228,0.677089
Region.XVII,Feb,2014,14.59,24.9564947172,18.0070665104,1.10027
Region.XVII,Mar,2014,17.67,24.9502796768,18.0083055532,10.269182
Region.XVII,Apr,2014,21.35,24.968924798,18.0198699473,6.319497
Region.XVII,May,2014,23.29,24.9129894344,18.026986498,11.820845
Region.XVII,Jun,2014,23.46,22.1286513362,18.0402982604,13.541779
Region.XVII,Jul,2014,23.41,7.0509633313,18.0555480115,8.463612
Region.XVII,Aug,2014,23.25,15.4350528278,18.0650791061,20.566577
Region.XVII,Sep,2014,22.32,11.0285891858,18.0882396658,13.118598
Region.XVII,Oct,2014,19.8,24.0988191423,18.1030128617,0.28212
Region.XVII,Nov,2014,15.18,24.6208825357,18.1033305644,0.366757
Region.XVII,Dec,2014,12.29,24.9316345556,18.1037435791,3.0469
Region.XVII,Jan,2015,12.41,24.9316345556,18.1071747728,2.915257
Region.XVII,Feb,2015,12.99,24.906774394,18.1104577198,9.384351
Region.XVII,Mar,2015,17.46,24.7762585457,18.1210256827,5.9971
Region.XVII,Apr,2015,20.18,24.8694841516,18.1277791737,7.662961
Region.XVII,May,2015,22.66,24.8197638285,18.1364086342,11.438912
Region.XVII,Jun,2015,23.67,24.6830329397,18.1492902919,8.495891
Region.XVII,Jul,2015,23.32,8.6917339963,18.1588577367,0.388701
Region.XVII,Aug,2015,22.99,14.0615288999,18.1592954631,0.388701
Region.XVII,Sep,2015,21.64,16.3051584835,18.1597331894,1.360453
Region.XVII,Oct,2015,19.08,25,18.1612652311,1.749154
Region.XVII,Nov,2015,16.23,24.8943443132,18.1632349991,7.440846
Region.XVII,Dec,2015,14.27,24.515226849,18.1716143302,3.692659
Region.XVII,Jan,2016,12.06,24.9254195152,18.17577273,6.478006
Region.XVII,Feb,2016,13.47,24.968924798,18.1830677818,6.204673
Region.XVII,Mar,2016,17.9,24.9129894344,18.1900550261,6.314006
Region.XVII,Apr,2016,21.35,24.9875699192,18.1971653933,0.191334
Region.XVII,May,2016,22.47,24.8570540709,18.1973808595,0.109333
Region.XVII,Jun,2016,23.11,19.5866998135,18.1975039822,0.683334
Region.XVII,Jul,2016,23.1,8.1572405221,18.1982735025,0.437334
Region.XVII,Aug,2016,22.89,5.2610316967,18.1987659957,3.198003
Region.XVII,Sep,2016,21.57,14.1920447483,18.2023673505,1.284668
Region.XVII,Oct,2016,19.35,22.3523927906,18.2038140487,3.362003
Region.XVII,Nov,2016,15.12,24.9937849596,18.2076000881,3.58067
Region.XVII,Dec,2016,12.72,25,19.2076000881,4.045337
